[2024-10-10 23:48:29.580] [multi_sink] [info] Action: Join | Nickname: aa | Result: Success
[2024-10-10 23:48:29.913] [multi_sink] [info] Action: Login | Nickname: aa | Result: Success
[2024-10-10 23:48:29.920] [multi_sink] [info] Action: Spawn | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (100, 100, 500, Yaw: 50) | Result: Success
[2024-10-10 23:48:36.292] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (997.6183, 542.60925, 277.74622, Yaw: -67.389465) | Result: Success
[2024-10-10 23:48:36.300] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1001.0183, 542.1415, 279.49426, Yaw: -67.389465) | Result: Success
[2024-10-10 23:48:36.435] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1058.6825, 528.2082, 298.31888, Yaw: 0) | Result: Success
[2024-10-10 23:48:36.443] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1062.3827, 527.01984, 298.89767, Yaw: 0) | Result: Success
[2024-10-10 23:48:36.646] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1151.9327, 498.25912, 292.1499, Yaw: 0) | Result: Success
[2024-10-10 23:48:36.847] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1241.059, 469.63455, 245.85265, Yaw: 0) | Result: Success
[2024-10-10 23:48:37.050] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1331.4778, 440.59488, 158.53328, Yaw: 0) | Result: Success
[2024-10-10 23:48:37.246] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1389.6364, 421.91617, 107.44949, Yaw: 0) | Result: Success
[2024-10-10 23:48:37.271] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1389.5865, 421.91562, 124.76574, Yaw: -179.36446) | Result: Success
[2024-10-10 23:48:37.389] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1381.8453, 421.82974, 196.57808, Yaw: -179.36446) | Result: Success
[2024-10-10 23:48:37.397] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1380.9137, 421.8194, 201.13837, Yaw: -179.36446) | Result: Success
[2024-10-10 23:48:37.481] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1368.8794, 421.6859, 243.0097, Yaw: 0) | Result: Success
[2024-10-10 23:48:37.490] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1367.3513, 421.66898, 247.15274, Yaw: 0) | Result: Success
[2024-10-10 23:48:37.699] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1332.1517, 421.2785, 320.29047, Yaw: 0) | Result: Success
[2024-10-10 23:48:37.834] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1309.2858, 421.03854, 344.91867, Yaw: 33.935535) | Result: Success
[2024-10-10 23:48:37.842] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1307.943, 421.06464, 345.84186, Yaw: 33.935535) | Result: Success
[2024-10-10 23:48:37.986] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1291.3036, 425.86722, 351.07162, Yaw: 78.93554) | Result: Success
[2024-10-10 23:48:38.037] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1287.5345, 430.0412, 348.10822, Yaw: 129.88553) | Result: Success
[2024-10-10 23:48:38.096] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1282.1676, 436.69, 341.50357, Yaw: 0) | Result: Success
[2024-10-10 23:48:38.106] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1281.1599, 437.88043, 340.0831, Yaw: 0) | Result: Success
[2024-10-10 23:48:38.270] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1264.1582, 457.93643, 302.10236, Yaw: -94.43946) | Result: Success
[2024-10-10 23:48:38.277] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1263.2904, 458.88022, 299.47134, Yaw: -94.43946) | Result: Success
[2024-10-10 23:48:38.311] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1259.7638, 462.16766, 288.26675, Yaw: -139.43947) | Result: Success
[2024-10-10 23:48:38.428] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1243.1254, 469.35303, 240.31627, Yaw: 175.56053) | Result: Success
[2024-10-10 23:48:38.632] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1192.5708, 478.31128, 124.841774, Yaw: 175.56053) | Result: Success
[2024-10-10 23:48:38.716] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1172.0117, 481.4327, 107.44949, Yaw: 175.56053) | Result: Success
[2024-10-10 23:48:38.783] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1168.2155, 482.1436, 151.87299, Yaw: 175.56053) | Result: Success
[2024-10-10 23:48:38.792] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1167.5455, 482.247, 157.05365, Yaw: 0) | Result: Success
[2024-10-10 23:48:38.800] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1166.8755, 482.35046, 162.16624, Yaw: 0) | Result: Success
[2024-10-10 23:48:39.003] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1150.5576, 484.8699, 265.67502, Yaw: 0) | Result: Success
[2024-10-10 23:48:39.204] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1134.3351, 487.37466, 328.55762, Yaw: 0) | Result: Success
[2024-10-10 23:48:39.404] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1118.256, 489.85727, 351.507, Yaw: 0) | Result: Success
[2024-10-10 23:48:39.439] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1115.5762, 490.27103, 351.52063, Yaw: 0) | Result: Success
[2024-10-10 23:48:39.580] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1104.158, 492.034, 339.37433, Yaw: 0) | Result: Success
[2024-10-10 23:48:39.789] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1087.4667, 494.6111, 286.0478, Yaw: 0) | Result: Success
[2024-10-10 23:48:39.901] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1078.3654, 496.02176, 239.02798, Yaw: 3.6105366) | Result: Success
[2024-10-10 23:48:39.910] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1077.7699, 496.12988, 235.07864, Yaw: 3.6105366) | Result: Success
[2024-10-10 23:48:40.111] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1119.3121, 435.11, 286.03967, Yaw: 3.6105366) | Result: Success
[2024-10-10 23:48:40.145] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1129.0189, 425.1103, 290.63022, Yaw: 0) | Result: Success
[2024-10-10 23:48:40.153] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1131.5016, 422.61392, 291.6077, Yaw: 0) | Result: Success
[2024-10-10 23:48:40.356] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1191.8478, 361.9322, 294.43414, Yaw: 0) | Result: Success
[2024-10-10 23:48:40.558] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1252.0602, 301.38513, 257.1744, Yaw: 0) | Result: Success
[2024-10-10 23:48:40.651] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1279.6165, 273.65967, 226.73907, Yaw: 161.91054) | Result: Success
[2024-10-10 23:48:40.659] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1282.0281, 271.18643, 223.58734, Yaw: 161.91054) | Result: Success
[2024-10-10 23:48:40.859] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1325.7537, 216.3949, 127.36426, Yaw: 161.91054) | Result: Success
[2024-10-10 23:48:41.060] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1313.3986, 195.76486, 101.65, Yaw: 157.53554) | Result: Success
[2024-10-10 23:48:41.128] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1291.502, 201.99232, 107.44942, Yaw: 157.36053) | Result: Success
[2024-10-10 23:48:41.203] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1261.5671, 211.8521, 156.81697, Yaw: 147.38554) | Result: Success
[2024-10-10 23:48:41.212] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1257.8152, 213.14412, 162.256, Yaw: 145.98553) | Result: Success
[2024-10-10 23:48:41.231] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1250.0063, 215.87372, 173.16689, Yaw: 0) | Result: Success
[2024-10-10 23:48:41.240] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1245.7617, 217.36134, 178.94687, Yaw: 0) | Result: Success
[2024-10-10 23:48:41.443] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1158.1971, 248.05087, 276.96136, Yaw: 0) | Result: Success
[2024-10-10 23:48:41.648] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1069.9642, 278.97467, 334.7701, Yaw: 0) | Result: Success
[2024-10-10 23:48:41.856] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (980.00714, 310.50275, 351.386, Yaw: 0) | Result: Success
[2024-10-10 23:48:42.000] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (918.33575, 332.1238, 338.07812, Yaw: -4.9144635) | Result: Success
[2024-10-10 23:48:42.008] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (914.7199, 333.4113, 336.64392, Yaw: -5.4394636) | Result: Success
[2024-10-10 23:48:42.017] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (911.24976, 334.67615, 335.1807, Yaw: 39.210537) | Result: Success
[2024-10-10 23:48:42.205] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (843.7924, 370.7608, 284.0966, Yaw: 68.985535) | Result: Success
[2024-10-10 23:48:42.214] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (841.12695, 372.76242, 280.86298, Yaw: 0) | Result: Success
[2024-10-10 23:48:42.224] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (837.9944, 375.11475, 276.96613, Yaw: 0) | Result: Success
[2024-10-10 23:48:42.356] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (798.33984, 404.8927, 218.61032, Yaw: 0) | Result: Success
[2024-10-10 23:48:42.456] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (767.66345, 427.92865, 161.98912, Yaw: 0) | Result: Success
[2024-10-10 23:48:42.662] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (730.69415, 455.69016, 101.65, Yaw: 0) | Result: Success
[2024-10-10 23:48:42.773] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (730.8399, 455.70813, 101.65, Yaw: 7.0355353) | Result: Success
[2024-10-10 23:48:42.782] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (731.20905, 455.75305, 101.65, Yaw: 6.8605356) | Result: Success
[2024-10-10 23:48:42.985] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (782.67065, 461.6648, 101.65, Yaw: 6.5105352) | Result: Success
[2024-10-10 23:48:43.037] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (806.711, 464.41354, 101.65, Yaw: 0) | Result: Success
[2024-10-10 23:48:43.045] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (809.7295, 464.75922, 101.65, Yaw: 0) | Result: Success
[2024-10-10 23:48:43.232] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (818.2914, 465.73978, 101.65, Yaw: 0) | Result: Success
[2024-10-10 23:48:43.309] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (818.2914, 465.73978, 101.65, Yaw: 0) | Result: Success
[2024-10-10 23:48:43.511] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (818.2914, 465.73978, 101.65, Yaw: 0) | Result: Success
[2024-10-10 23:48:43.571] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (818.42633, 465.7847, 101.65, Yaw: 18.410536) | Result: Success
[2024-10-10 23:48:43.579] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (818.6962, 465.8745, 101.65, Yaw: 18.410536) | Result: Success
[2024-10-10 23:48:43.587] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (818.98975, 465.97223, 107.449425, Yaw: 18.410536) | Result: Success
[2024-10-10 23:48:43.671] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (824.5226, 467.81387, 161.70012, Yaw: 18.410536) | Result: Success
[2024-10-10 23:48:43.679] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (825.33685, 468.0849, 166.75795, Yaw: 18.410536) | Result: Success
[2024-10-10 23:48:43.712] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (829.0381, 469.3169, 186.28012, Yaw: 0) | Result: Success
[2024-10-10 23:48:43.720] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (830.0165, 469.64258, 190.99051, Yaw: 0) | Result: Success
[2024-10-10 23:48:43.830] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (842.8598, 473.9176, 246.5106, Yaw: 0) | Result: Success
